last_name, first_name,player_id,year,pitch_hand,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z
Hudson, Dakota,641712,2022,R,91.4,2162,-4.4,-24.2,85.4,2369,0.4,-30.7,86.5,1458,-12.4,-28.8,80.5,2421,7.4,-46.9,91.9,2058,-12.5,-26.3,,,,,,,,
Jefferies, Daulton,641726,2022,R,92.4,2119,-10.8,-17.2,87.7,,,,86.1,1508,-15.1,-32.9,80.2,2368,5.1,-44.7,92.5,2057,-16.6,-19.6,89.6,2160,-2.8,-23.4,,,,
Jimenez, Joe,641729,2022,R,95.7,2461,-10.4,-11.6,,2226,2.7,-36.5,90.7,2200,-16.3,-24.3,,,,,,,,,,,,,,,,
Keller, Brad,641745,2022,R,94.5,2409,2.4,-17.3,80.4,2544,5.7,-38.5,90,1558,-10.1,-25.1,,,,,93.4,2186,-10.4,-23.5,,,,,,,,
Kinley, Tyler,641755,2022,R,95.4,2244,-3.7,-14.8,86.5,2424,1.7,-29.5,88.8,1622,-11.2,-24.2,,,,,92.9,2261,-7.8,-22.2,,,,,,,,
Kuhl, Chad,641771,2022,R,92.9,2218,-9.3,-18,84.7,2541,3,-34.4,87.9,1701,-13.9,-29,79.5,2866,12.3,-54.6,92.8,2129,-14.4,-21.8,,,,,,,,
Lauer, Eric,641778,2022,L,93.3,2290,9.8,-14.6,89.5,2285,-3.1,-32.1,87.2,1745,15,-27.4,78.2,2399,-6.4,-52.7,,,,,89.8,2269,0.6,-23,,,,
Littell, Zack,641793,2022,R,94.5,2132,-6.2,-12.6,86.1,2220,2.5,-29.1,,,,,,,,,,,,,,,,,85.6,880,-7.3,-33.8
Mahle, Tyler,641816,2022,R,93.2,2294,-10.2,-13.5,85.2,2496,5,-36.8,,,,,,,,,,,,,85.5,2397,1.7,-27,85.4,1900,-14.3,-27.4
Mayza, Tim,641835,2022,L,94,2156,6.9,-9.4,80.1,2200,0.5,-30.6,,,,,,,,,93.7,2032,17.1,-22.4,,,,,,,,
Ober, Bailey,641927,2022,R,91.5,2301,-8.5,-15.3,88.2,2175,5.4,-40.1,84.3,1818,-16.4,-30.7,76.7,2241,9.5,-57.2,,,,,,,,,,,,
Pagan, Emilio,641941,2022,R,95.6,2517,-4.9,-11.6,82.8,2477,13.4,-36.2,,,,,80.2,2632,8.3,-56.5,,,,,85.8,2363,4.4,-35.1,88.4,1531,-12.3,-27.2
Rogers, Josh,642028,2022,L,90.4,2100,11.7,-18.3,80.9,2208,-8.2,-40.6,84.7,1509,14.4,-30.9,,,,,89.9,2118,16.9,-24,,,,,,,,
Sulser, Cole,642121,2022,R,91.9,2235,-7.6,-14.5,,2274,6.7,-31.9,83.2,1512,-14.7,-33.9,77.8,2375,15.6,-46.9,,,,,,,,,,,,
Trivino, Lou,642152,2022,R,95.6,1992,-9.2,-16,84,2558,16.8,-40.2,87.4,1690,-16.1,-35.4,76.8,2180,12.7,-53.4,95.8,2024,-16.4,-21,92.3,2277,-2,-25.2,,,,
Williams, Devin,642207,2022,R,93.9,2268,-12.2,-14.5,86.9,,,,83.4,2739,-19,-42.7,,,,,,,,,87,2391,3.9,-27.7,,,,
Yarbrough, Ryan,642232,2022,L,,,,,85.3,,,,78.6,1920,16.9,-39.8,71.3,2168,-15.7,-49.4,86.7,1820,14.2,-25,82.3,2084,-1.9,-34.5,,,,
Soto, Gregory,642397,2022,L,98.7,2370,11.2,-14.5,83.2,2385,-1.4,-28.1,91.8,2154,16.7,-23.8,,,,,98.1,2371,16.7,-18.6,,,,,,,,
Loaisiga, Jonathan,642528,2022,R,98.2,2428,-9.5,-11.7,,,,,89.9,1943,-16.9,-23.3,86.9,2624,9.3,-32.8,98,2317,-16.2,-17.2,,,,,,,,
Barria, Jaime,642545,2022,R,92,2272,-5.8,-15.8,82.5,2191,4,-32,85,1611,-13.8,-27.9,,,,,91.7,2148,-11.4,-17.1,,,,,,,,
Hernandez, Jonathan,642546,2022,R,96.4,2163,-14.1,-24.6,83.9,2520,5.2,-35.2,90.1,2181,-19.4,-28.1,,,,,98,2239,-18.8,-21.2,,,,,,,,
Peralta, Freddy,642547,2022,R,92.6,2352,-8.8,-16,87.4,2126,8,-39,85.9,1694,-14.7,-33.4,75.8,2066,5.6,-51.2,,,,,,,,,,,,
Bautista, Felix,642585,2022,R,99.2,2341,-7.3,-8.2,84.1,2458,5.3,-39.1,,,,,,,,,,,,,,,,,88.4,1110,-7.5,-28.2
Santana, Dennis,642701,2022,R,97.7,2510,-12.8,-13.9,86,2675,1.7,-39.4,89.9,2069,-17.2,-25.7,,,,,96.7,2422,-17.6,-20.5,,,,,,,,
Acevedo, Domingo,642758,2022,R,93,2118,-13.6,-18.4,,2123,-7.2,-29.6,86.8,1867,-18,-33.1,,,,,92.2,2142,-18.3,-20.4,,,,,,,,
Cimber, Adam,643256,2022,R,86.5,2172,-10.9,-31.6,87.6,2473,7.4,-37.5,,,,,,,,,86.5,2140,-12.2,-45.7,,,,,,,,
Dunn, Justin,643290,2022,R,92.1,2228,-8.2,-15.5,89,2357,6.6,-40.8,87.9,1632,-11.1,-26,79.8,2367,14.8,-43.4,,,,,,,,,,,,
Jax, Griffin,643377,2022,R,95.4,2391,-8.6,-13.5,86.7,2844,11.4,-38.8,89.8,1580,-14.2,-28.2,82.6,2736,3,-51.2,,,,,,,,,,,,
Leiter Jr., Mark,643410,2022,R,91.1,1948,-5.4,-16.5,81.4,2211,13.5,-43.1,84.2,818,-6.4,-34,73.2,2264,7.6,-68.6,90.9,1913,-12.7,-20.6,87.3,2127,3.1,-29.9,,,,
Pruitt, Austin,643493,2022,R,91.4,2264,-3.2,-17.9,86.9,2562,5.3,-32.9,86.2,1671,-13.9,-29.2,80.9,2899,8,-52.4,,,,,,,,,,,,
Rogers, Tyler,643511,2022,R,83.2,1935,-1.5,-53.2,85.4,2300,13.9,-39.3,,,,,,,,,83.5,1877,-9.3,-43.2,,,,,,,,
Arano, Victor,644364,2022,R,94.5,2269,-8.5,-14.8,,2511,0.8,-36.6,,,,,,,,,93.9,2122,-16.9,-21.3,,,,,,,,
Alcantara, Sandy,645261,2022,R,98,2200,-12,-14.9,77.7,2355,0.3,-30.5,91.8,2056,-16.8,-28.9,86.2,2350,2.4,-39.3,97.8,2293,-17.7,-21.3,,,,,,,,
Pop, Zach,647315,2022,R,,,,,,2406,7.9,-38.6,89.3,1927,-10.2,-30.5,,,,,96.5,2069,-17,-24.5,,,,,,,,
Abreu, Bryan,650556,2022,R,97.2,2312,-6.3,-12,83.3,2765,8.2,-37.8,89.7,1806,-12.2,-21.6,84.5,2942,11.3,-46.2,96,2478,-15.2,-18,,,,,,,,
King, Michael,650633,2022,R,96.4,2433,-7.1,-12.8,,2785,18.6,-40.3,88.3,2152,-17.8,-27.4,,,,,95.5,2375,-16.9,-23.4,,,,,,,,
Civale, Aaron,650644,2022,R,90.7,2354,-2.1,-16,81.2,2810,13.8,-44.1,,,,,75.9,2971,11.7,-65.8,91.3,2312,-12.2,-21.2,86.3,2612,6.6,-32.3,85.5,1843,-12,-29.4
Quijada, Jose,650671,2022,L,94.5,2206,6,-15.2,77.1,2525,-11,-40.8,86.9,1649,16.3,-31.3,,,,,,,,,,,,,,,,
Cabrera, Genesis,650893,2022,L,96.1,2232,7.5,-11.8,87.1,2160,-3.7,-31.1,90.2,1768,14.9,-23.2,79.3,2402,-9.1,-53.8,95.9,2204,14.6,-15.6,,,,,,,,
Castillo, Diego,650895,2022,R,95.7,1968,-11.9,-18.9,78.7,2260,0.2,-28.8,,,,,,,,,95.1,1998,-17.3,-25.3,,,,,,,,
Sanchez, Cristopher,650911,2022,L,,,,,85.8,1912,-1.8,-38.1,84.4,1914,17,-37.3,,,,,93,2061,17.8,-23.5,,,,,,,,
Abreu, Albert,656061,2022,R,97.6,2164,-10.6,-12.9,,2265,2.5,-29.3,88,1914,-16.6,-26.6,,,,,98.5,2200,-14.7,-15.1,,,,,,,,
Beeks, Jalen,656222,2022,L,95,2122,5.1,-12.5,87.8,2258,-2.8,-42.9,90.3,1933,16.6,-25.3,,,,,,,,,87.5,2255,-2.1,-28.6,,,,
Bird, Jake,656234,2022,R,,,,,,,,,88,1730,-10.4,-34.4,81.7,2832,14.4,-50,95,1951,-11.1,-30,91.4,2354,0.6,-24.9,,,,
Brigham, Jeff,656257,2022,R,94.5,2276,-11.7,-15.1,84.8,2831,16.7,-39.2,,,,,,,,,,,,,,,,,,,,
Burke, Brock,656271,2022,L,95,2280,10.3,-14,86.9,2158,-0.9,-30.7,88.1,1991,16.9,-26.8,,,,,93.5,2048,16.3,-18.7,,,,,,,,
Cease, Dylan,656302,2022,R,96.8,2507,-3,-10.3,89.5,2833,4,-35,77.9,1720,-8.3,-29.9,81.1,2697,3.6,-59.1,96.5,2492,-7.8,-10.8,,,,,,,,
Davidson, Tucker,656353,2022,L,93.2,2019,3.1,-14.3,86.5,2278,-5.9,-37.1,85.4,1727,13.6,-26.4,78.4,2475,-8,-53.4,93,1990,8.5,-15,,,,,,,,
Davis, Austin,656354,2022,L,94.1,2254,10.4,-15.8,86.7,2375,-15,-41.6,86.3,1896,15.9,-29.1,77.7,2514,-34.4,-53.2,93.6,2114,15.1,-21.7,,,,,,,,
Faedo, Alex,656412,2022,R,92.7,2180,-11,-14.9,87.9,2486,2.8,-35,86.2,1946,-15.8,-25.8,,,,,,,,,,,,,,,,
Flaherty, Jack,656427,2022,R,93.3,2279,-3.6,-17.5,83.9,2435,7.4,-37.6,86.2,1714,-12.2,-29.5,77.2,2396,13.6,-56.6,91,2014,-11.5,-24.9,88.2,2274,5.3,-28.8,,,,
Gilbert, Tyler,656457,2022,L,89.5,2098,7,-18.9,88.6,,,,,,,,76.2,2497,-6.6,-60.3,89.7,2026,14.1,-22,86.2,2219,-2.5,-26,81.7,1431,11.6,-30.5
Gilbreath, Lucas,656458,2022,L,93.8,2371,0.6,-15.1,84.6,2392,-3.8,-42.7,,,,,,,,,,,,,,,,,85,1188,6.4,-28.8
Ginkel, Kevin,656464,2022,R,96.4,2352,-11.2,-14.8,82.9,2169,1.4,-41.1,84.2,1826,-12.8,-31.8,,,,,,,,,,,,,,,,
Hentges, Sam,656529,2022,L,95.7,2219,8.4,-15.1,84.6,2317,-3.5,-33.2,,,,,81.3,2514,-6.3,-55.5,95.7,2155,14.1,-19.7,,,,,,,,
Hoffman, Jeff,656546,2022,R,94.2,2457,-10.7,-13.8,80.8,2691,10.9,-46.3,87.7,1523,-14.4,-28.1,,,,,,,,,,,,,,,,
Houck, Tanner,656557,2022,R,95.2,2137,-10.4,-20.9,81.9,2556,11.1,-37,,,,,,,,,94.5,2047,-16.6,-31.6,,,,,87.6,1656,-14.8,-34.1
Keller, Mitch,656605,2022,R,95.5,2422,-7.3,-15.2,84,2624,13.9,-40.4,91.2,1632,-14.8,-28.1,78.7,2576,11.2,-60,94.4,2369,-14.8,-19.7,,,,,,,,
Kopech, Michael,656629,2022,R,94.9,2529,-9.9,-11.9,84.4,2389,4.7,-40.2,85.2,1630,-13.1,-27.4,78.4,2399,8,-51.9,,,,,,,,,,,,
Lange, Alex,656638,2022,R,95.7,2247,-9.5,-15.7,81.9,,,,89.7,1699,-16.5,-31.4,85.5,2186,0.6,-42.9,96.2,2221,-15.8,-20.4,,,,,,,,
Logue, Zach,656657,2022,L,90.1,2011,10.1,-20,85,,,,82,1873,15.2,-40.6,77.5,2425,-10.4,-42.4,,,,,85.9,2237,1.5,-29.1,,,,
Martin, Brett,656685,2022,L,93.5,2149,5.4,-17.2,,2207,-2.6,-33.2,,,,,82.8,2250,-1.9,-47.9,93.5,2200,14.4,-18.8,,,,,,,,
Martin, Corbin,656686,2022,R,94,2304,-6.3,-14.3,81.6,2292,4,-26.7,87.8,1987,-16.1,-32.5,84.1,2451,7.4,-40.8,,,,,,,,,,,,
Megill, Trevor,656730,2022,R,98,2445,-4.2,-11.7,,2751,6.4,-39.6,,,,,83.3,2757,7.6,-56.3,98.9,2519,-10.5,-11.1,,,,,,,,
Megill, Tylor,656731,2022,R,95.7,2172,-7.2,-13.4,89.3,2297,4.2,-38.7,89.1,1548,-15.3,-27.4,80.4,2346,5.9,-52.6,,,,,87.4,2220,1.7,-32.5,,,,
Montgomery, Jordan,656756,2022,L,93,2305,8.8,-16.8,,,,,82.3,1677,10.9,-28.5,80.2,2263,-2.9,-47.7,93,2211,16.9,-21.9,88.3,2387,0.1,-25.7,,,,
Nelson, Nick,656793,2022,R,96.3,1969,-6.6,-13.2,85.3,2265,2.2,-30,87.9,1916,-16.1,-28.2,81.9,2231,10.5,-44.2,,,,,,,,,,,,
Newcomb, Sean,656794,2022,L,94.3,2350,5.7,-13.9,87.3,,,,86.7,1317,7.5,-30.2,78.8,2808,-10.3,-60.1,94.2,2481,12.6,-13.5,88.3,2634,-3.5,-30.2,,,,
Overton, Connor,656818,2022,R,91,2228,-9.3,-18,80.3,2436,1.9,-40.5,84.9,1722,-15.6,-31.5,79.5,2409,11.1,-44.9,90.8,2131,-16.4,-22.4,,,,,,,,
Peterson, David,656849,2022,L,93.7,2083,9,-17.5,85.2,2325,-3.9,-37.7,85.8,1633,16.2,-31.2,78.5,2304,-7.3,-52.5,93.2,2093,16.7,-22.2,,,,,,,,
Rasmussen, Drew,656876,2022,R,95.5,2396,-2.3,-13.5,85.8,2470,12.1,-42.2,,,,,79.6,2692,4,-59.5,94.8,2404,-12,-14.3,90.3,2612,1.4,-29.3,,,,
Scott, Tanner,656945,2022,L,96.9,2560,5.3,-12.6,86.5,2735,-5.2,-35.1,,,,,,,,,,,,,,,,,,,,
Smeltzer, Devin,656970,2022,L,89.5,2278,11,-18.1,88.3,2539,-15.7,-44.9,82.2,1599,13.6,-37.5,75.2,2554,-11.6,-59,88.6,2155,14.5,-24,84.8,2160,-2.3,-29.3,,,,
Steele, Justin,657006,2022,L,92.2,2489,-1.5,-19.4,77.8,2690,-14.1,-43.3,87.5,1695,11.4,-24.3,78.1,2513,-12,-52.6,91.6,2409,9.4,-20.6,,,,,,,,
Swanson, Erik,657024,2022,R,93.6,2291,-10,-12.5,83.5,2311,5.9,-31.5,,,,,,,,,,,,,,,,,83.5,1147,-12,-34.2
Thompson, Ryan,657044,2022,R,91.6,2152,-13.5,-26.8,84.1,2147,13.7,-34.4,81.1,745,-5.1,-43.8,,,,,90,1987,-15.8,-41.7,87.2,2146,-2.3,-29.3,,,,
Toussaint, Touki,657053,2022,R,93.1,2243,-8.3,-17.5,,,,,,,,,75.6,2410,13.4,-59.9,91.9,2206,-15.5,-25.7,,,,,86.6,1568,-10.5,-33.6
Watkins, Spenser,657093,2022,R,91.4,2259,-1.2,-16.1,86.4,2589,13.9,-47.1,86,1649,-10.8,-26.5,76.8,2570,5.7,-60.7,90.9,2104,-14,-19.6,87.1,2455,6,-28.5,,,,
Wright, Kyle,657140,2022,R,95.1,2385,-11.4,-17.7,79.4,2394,-1,-25.6,88.1,1699,-15.9,-35,84.7,2723,9,-46.6,94.4,2260,-16.6,-25.9,,,,,,,,
Merryweather, Julian,657240,2022,R,97.3,2286,-6.5,-12.2,87.5,2353,1.7,-36.4,81.6,1338,-11.4,-31.7,80.3,2308,11.4,-57.4,,,,,,,,,,,,
Otto Jr., Glenn,657248,2022,R,92.1,2265,-4.3,-17,72.1,2590,16.5,-42.4,88.2,1719,-14,-25.9,81.2,2461,6.5,-52.3,92.2,2234,-13.9,-22.4,,,,,,,,
Strzelecki, Peter,657265,2022,R,93.5,2416,-11.5,-17.6,80.8,2974,15.6,-37.1,83.3,1746,-16.4,-40.5,,,,,,,,,,,,,,,,
Uelmen, Erich,657272,2022,R,93.7,2149,-9.4,-19.8,84.8,2419,11.6,-33.2,87.2,1963,-13.8,-37,,,,,93.3,2010,-15.1,-30.9,,,,,,,,
Webb, Logan,657277,2022,R,92.4,2069,-9.3,-22.4,90,2628,10.2,-39.4,86.4,1493,-7.1,-42,,,,,91.8,1881,-14.8,-34.8,,,,,,,,
Schmidt, Clarke,657376,2022,R,94.7,2523,-4.9,-16.5,80.6,2856,8.3,-32.9,89.6,2128,-7.9,-30.9,83.5,2913,15,-48.8,94.9,2407,-14.3,-23.4,,,,,,,,
Baumann, Mike,657508,2022,R,95.8,2196,-5.6,-11.8,85,2316,2.1,-25.5,88.7,1894,-16.1,-25.3,84,2215,4.5,-52.9,,,,,,,,,,,,
Ferguson, Caleb,657571,2022,L,94.8,2319,6.2,-14.5,86.7,,,,,,,,78.3,3084,-13.8,-58.9,,,,,,,,,,,,
Hill, Tim,657612,2022,L,91.5,2211,17.4,-28.3,85.6,2008,1.6,-36.5,,,,,,,,,89.5,2071,15.9,-38.5,88.9,1963,8,-29.2,,,,
Koenig, Jared,657649,2022,L,89.4,2152,4.2,-21.1,88.4,,,,82.8,1605,13.2,-32.6,77.6,2210,-10,-54,89.2,2140,11.9,-23.2,82.9,2124,-4.2,-35.5,,,,
Ryan, Joe,657746,2022,R,92,2194,-10.7,-17.5,82.3,2156,4,-37.8,84.6,2087,-17.5,-29.1,74.9,2373,10.6,-56.5,,,,,,,,,,,,
Stout, Eric,657770,2022,L,92.1,2256,9.3,-17.3,80.4,2480,-17.3,-38.1,87.4,1498,15.9,-32.8,77.8,2445,-13.8,-58.2,,,,,,,,,,,,
Medina, Adonis,658431,2022,R,93.1,2353,-5.4,-20,81.3,2412,5,-34.1,87.1,1756,-15.9,-35.8,80.4,2452,15,-40.3,93.5,2287,-15.6,-25.2,,,,,,,,
Lamet, Dinelson,659275,2022,R,95.4,2404,-6.1,-15.4,87.4,2410,0.3,-32.7,,,,,,,,,95.8,2280,-19,-15,,,,,,,,
Ohtani, Shohei,660271,2022,R,97.3,2217,-3.4,-14.5,88.4,2492,13.7,-33.2,,,,,77.7,2483,11.2,-59.5,97.2,1973,-16.2,-22.4,90.5,2410,3.9,-28.4,89.3,1270,-5.4,-31.9
Rodriguez, Elvin,660730,2022,R,93.1,2414,-8.9,-13.4,84.8,2422,2.9,-39.9,86.6,2096,-14.9,-25.5,78.5,2527,8.9,-50.9,93.1,2363,-15.5,-16.8,,,,,,,,
Suarez, Jose,660761,2022,L,92.7,2214,9.5,-16.4,87.2,2584,-9.1,-36.4,82.4,1553,12.7,-35.4,78,2688,-10.5,-51.8,91.7,2029,15.2,-22.6,,,,,,,,
De Los Santos, Yerry,660787,2022,R,95,2226,-11,-15.9,88.6,2185,5.2,-38.7,,,,,,,,,95.3,2197,-16.3,-21.8,,,,,,,,
Graterol, Brusdar,660813,2022,R,99.4,2106,-8.3,-14.4,82.1,2529,5.4,-32.1,,,,,,,,,99.7,2048,-16.5,-19.8,95.6,2323,0.2,-22.3,,,,
De Los Santos, Enyel,660853,2022,R,95.3,2251,-11.8,-16,82.8,2143,2.7,-39.1,87.3,1861,-15.4,-26.3,,,,,,,,,,,,,,,,
Gutierrez, Vladimir,661269,2022,R,92.8,2140,-12,-17.7,,2490,12.8,-40.6,82.9,1737,-13.1,-29.9,78.4,2555,15.1,-52.2,,,,,,,,,,,,
Martinez, Adrian,661309,2022,R,,,,,82.2,1936,2.9,-40.1,84,2289,-14.2,-42.3,,,,,93.8,2157,-17.3,-22.8,,,,,,,,
Ortega, Oliver,661383,2022,R,95.9,2294,-2.4,-15.1,87.2,,,,,,,,82.3,2325,6.3,-48.5,96.6,2270,-12.7,-17.8,94,2331,4.2,-18,,,,
Duran, Jhoan,661395,2022,R,100.8,2171,-11.7,-12.9,87.4,2320,1,-31.3,,,,,87.8,2660,3,-42.2,,,,,,,,,96.4,1658,-12.9,-26.2
Clase, Emmanuel,661403,2022,R,99.9,2565,-4.3,-13.9,92.9,2653,7.1,-32.4,,,,,,,,,,,,,99.5,2653,3.2,-16.5,,,,
Martinez, Seth,661527,2022,R,91.9,2192,-10.3,-19.1,86.6,2467,12.7,-35.7,86.5,1719,-15.2,-37.2,,,,,90.9,2141,-14.9,-30.1,86.1,2436,3.1,-29.2,,,,
Munoz, Andres,662253,2022,R,100.2,2290,-12.1,-13.9,80.5,2226,4.3,-29.7,,,,,,,,,,,,,,,,,,,,
Suarez, Robert,663158,2022,R,97.9,2304,-7.3,-11.6,85,,,,89.3,1763,-16.2,-26.7,80.6,2153,5.9,-50.2,97,2249,-14,-14.7,93.6,2206,0.8,-20.6,,,,
Feltner, Ryan,663372,2022,R,94.5,2346,-6.6,-17,84,2482,5.8,-36.2,83.8,1593,-5.3,-33,77.9,2547,8.2,-54.6,93.5,2305,-12.1,-25.7,,,,,,,,
Thornton, Trent,663423,2022,R,93.8,2431,-2.5,-13.1,83.8,2919,14.7,-40.8,,,,,79.7,3028,8.4,-59.4,92.9,2263,-11.1,-19.7,,,,,,,,
Rainey, Tanner,663432,2022,R,97,2429,-8.7,-11,,2383,3.6,-33.5,89.1,1119,-10.1,-23.1,,,,,,,,,,,,,,,,
Martin, Davis,663436,2022,R,94,2356,-6.3,-14.6,82.7,2697,7.1,-38.2,85.9,2192,-14.9,-28,79.7,2627,8.1,-54.6,,,,,,,,,,,,
Pilkington, Konnor,663455,2022,L,92.1,2220,9.4,-16,85.4,2234,-1.9,-41.1,84.4,1742,14.3,-30.1,77,2177,-6.3,-57.3,93.3,2222,16.1,-12.5,,,,,,,,
Bubic, Kris,663460,2022,L,91.9,2134,7.7,-15.9,88,,,,80.7,1690,14.3,-33.2,79.4,2609,-7.6,-56.4,,,,,,,,,,,,
McKenzie, Triston,663474,2022,R,92.5,2313,-3,-11.6,81.2,2196,5.3,-25.6,,,,,79.4,2198,7.9,-51.3,,,,,,,,,,,,
Sands, Cole,663485,2022,R,91.6,2222,-8.8,-20.2,85.4,,,,85.4,2047,-16.8,-30.6,78.6,2812,18.1,-48.8,,,,,84.3,2375,2.9,-35,84.9,1294,-12.4,-39.1
Hjelle, Sean,663546,2022,R,91.7,1841,-9.9,-21,84.3,,,,88.4,1765,-13.2,-30.5,85.7,1879,1.4,-36.5,93.8,1979,-16.5,-26.2,,,,,,,,
McClanahan, Shane,663556,2022,L,96.7,2233,10.8,-11.7,84.3,2350,-3.6,-30.6,87.7,1732,16,-25.4,82,2628,-7.6,-52.1,,,,,,,,,,,,
Moran, Jovani,663558,2022,L,93.4,2225,2.9,-13.4,,2600,-8,-43.2,83.3,1809,13.7,-31.4,,,,,,,,,,,,,,,,
Falter, Bailey,663559,2022,L,91.4,2056,1.2,-13.8,,1967,-4.4,-35.5,83.1,1567,8.3,-24.9,76.6,2125,-7.6,-53.4,91,1783,7.9,-15.8,,,,,,,,
Lynch, Daniel,663738,2022,L,94,2125,6.9,-15.3,86.8,2020,-0.4,-33.8,84.8,1670,13.2,-27.7,81.1,2106,-1.9,-47,93.4,2053,14.1,-19.4,,,,,,,,
Morris, Cody,663752,2022,R,94.6,2500,-7.2,-13.4,88.9,,,,81.9,1402,-12.3,-30.8,79.6,2364,9,-58.4,,,,,88.2,2329,3.9,-28.2,,,,
Woodford, Jake,663765,2022,R,92.4,2203,-5.5,-18.4,88.5,2508,12.7,-43.7,85.2,1401,-12.1,-29.9,75.3,2541,10.7,-66.2,91.8,2027,-12.6,-24.3,,,,,,,,
Sandoval, Patrick,663776,2022,L,93.1,2037,4,-15.1,85.2,2550,-6.6,-35.6,83.7,1608,14.3,-30.6,78.6,2781,-7.6,-56.5,93.4,1924,13.7,-19,,,,,,,,
Hicks, Jordan,663855,2022,R,100.1,2178,-7.8,-16.8,,2486,11.8,-38.7,92.1,1758,-15.7,-24.2,,,,,99.4,2039,-15.8,-19.7,,,,,,,,
Singer, Brady,663903,2022,R,92.6,2327,-7.6,-20.2,89.9,2341,3.6,-36.8,86.9,2229,-14.5,-24.3,,,,,93.8,2297,-14.9,-20.6,,,,,,,,
Stephan, Trevor,663986,2022,R,96.5,2477,-11,-15,,2590,9.5,-34.6,,,,,,,,,,,,,,,,,87.9,1272,-11.9,-30.9
Vespi, Nick,663989,2022,L,88.5,2267,-2.4,-30.5,88.4,2550,-10.5,-36.9,,,,,80.5,2421,-9.4,-47.1,,,,,,,,,,,,
Gonsolin, Tony,664062,2022,R,93.1,2326,-8.5,-14.2,81.9,2486,3.2,-30.8,,,,,80.7,2570,3.3,-54,,,,,,,,,83.5,1411,-12.4,-36.8
Poppen, Sean,664092,2022,R,,,,,84.4,2280,15.5,-40.9,85.3,1860,-17.2,-33.3,,,,,94.6,2090,-14.9,-23,,,,,,,,
Effross, Scott,664123,2022,R,90.8,2246,-17.3,-29.6,84.6,2451,12.5,-40.3,83,2065,-14.3,-48.6,,,,,90.3,2216,-18,-37.1,,,,,,,,
Gibaut, Ian,664139,2022,R,95.8,2273,-4.7,-12.5,89.2,2492,13.2,-37.3,85.9,1894,-14.9,-29.4,,,,,,,,,92.4,2356,4.1,-22.4,,,,
Brubaker, JT,664141,2022,R,92.7,2156,-9.3,-16.2,81.6,2653,0.9,-34.3,87.2,1880,-15.2,-29.6,80,2813,6.5,-50.9,93.1,2281,-16.1,-21.7,,,,,,,,
Swarmer, Matt,664161,2022,R,90.5,1989,-4.1,-18.1,77.1,2194,7.3,-37.5,85.7,1468,-4.1,-26.3,,,,,,,,,,,,,,,,
Clarke, Taylor,664199,2022,R,95.6,2268,-5.5,-12.3,87.3,2177,3.6,-31.4,89,1536,-14.1,-29.5,,,,,,,,,,,,,,,,
Maton III, Phil,664208,2022,R,91,2487,-1.3,-16.8,82.1,2673,17.8,-37.7,84.2,2243,-4.9,-21.3,74.5,2996,19.9,-58.9,90.2,2223,-15.2,-24.7,82.4,2656,9.3,-31.1,,,,
Valdez, Framber,664285,2022,L,94.1,2192,7.4,-22.1,84.9,,,,88.7,1631,15.3,-33,79.1,2848,-11.7,-60.5,93.9,2203,14.4,-24.2,83,2673,-3.7,-45,,,,
Moreta, Dauri,664294,2022,R,95.9,2250,-8.2,-11.9,79.5,1996,-3.7,-35.8,87.8,1810,-12.5,-21.3,,,,,96,2285,-11.9,-12.7,,,,,,,,
Javier, Cristian,664299,2022,R,93.8,2354,-7.3,-12.2,,2621,15.1,-40.2,85.3,2220,-14.5,-28.1,76.5,2885,13.2,-56.4,,,,,,,,,,,,
Yajure, Miguel,664337,2022,R,92.9,2325,-7.2,-15.2,78.4,2127,9.2,-39.4,89.2,1523,-13.6,-30.6,81.9,2666,6.8,-55.4,92.9,2117,-14.6,-20.2,90.2,2375,-1.6,-22.8,,,,
Urquidy, Jose,664353,2022,R,93.5,2201,-7.7,-11.7,90.1,2623,14.5,-41.9,86.1,2006,-15.8,-23.6,78.1,2628,7.4,-60.3,,,,,87.4,2508,4.2,-29.7,,,,
Diaz, Alexis,664747,2022,R,95.7,2656,-6.6,-15.6,87.7,2750,5.7,-35.1,,,,,81.4,2864,14.9,-45.3,,,,,,,,,,,,
Helsley, Ryan,664854,2022,R,99.6,2643,-2.8,-9.5,81.1,2464,4.5,-32.2,89.7,1564,-10.9,-22,80.7,2532,6.7,-53.7,,,,,,,,,,,,
Lawrence, Justin,664875,2022,R,,,,,82.9,2797,14.5,-36.1,,,,,,,,,95.1,2281,-16.5,-29.3,,,,,,,,
Misiewicz, Anthony,664948,2022,L,93.4,2122,8.5,-15.5,83,2708,-9.4,-40.8,,,,,79.2,2855,-8.8,-54.4,,,,,88.9,2416,-0.1,-25.6,,,,
